DATE,HOMETEAM,PTS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,AWAYTEAM,PTS,FGA,FG%,3PA,3P%,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,CLASS
12/01/2018,SAC,111,91,0.451,29,0.448,24,0.667,46,25,10,3,20,16,IND,110,82,0.524,24,0.417,18,0.778,42,32,11,5,25,26,1
12/02/2018,LAL,120,92,0.5,27,0.407,23,0.739,56,26,9,4,19,15,PHX,96,93,0.398,33,0.394,11,0.818,40,24,12,8,15,22,1
12/02/2018,CHA,109,91,0.429,36,0.278,28,0.75,41,25,9,6,11,19,NOP,119,86,0.512,32,0.344,24,0.833,50,30,6,5,17,25,-1
12/02/2018,MIA,102,91,0.396,31,0.419,24,0.708,50,20,8,8,13,16,UTA,100,89,0.438,33,0.333,15,0.733,50,21,8,6,13,18,1
12/02/2018,PHI,103,74,0.486,22,0.364,30,0.767,44,22,5,2,16,20,MEM,95,79,0.418,28,0.393,23,0.783,35,19,7,7,14,24,1
12/02/2018,DAL,114,95,0.442,23,0.348,26,0.846,64,20,6,5,16,21,LAC,110,95,0.442,24,0.375,22,0.773,44,23,9,5,10,22,1
12/02/2018,SAS,131,83,0.602,15,0.733,22,0.909,34,29,5,4,12,15,POR,118,86,0.523,29,0.414,16,1,35,25,6,5,17,21,1
12/03/2018,DET,83,94,0.33,32,0.188,19,0.789,41,16,10,3,15,18,OKC,110,85,0.506,25,0.28,20,0.85,52,23,10,8,17,24,-1
12/03/2018,ATL,111,90,0.489,26,0.192,24,0.75,35,23,10,4,18,21,GSW,128,82,0.585,24,0.542,22,0.864,39,33,10,8,24,20,-1
12/03/2018,BKN,97,99,0.394,40,0.25,16,0.563,50,17,5,2,7,20,CLE,99,88,0.432,15,0.267,20,0.95,55,15,5,4,9,17,-1
12/03/2018,NYK,107,90,0.411,34,0.353,28,0.75,55,20,4,5,16,14,WAS,110,92,0.478,32,0.406,12,0.75,38,30,7,8,10,24,-1
12/03/2018,TOR,103,87,0.46,41,0.268,12,1,41,28,11,5,17,21,DEN,106,89,0.449,28,0.393,24,0.625,49,32,9,2,20,14,-1
12/03/2018,MIN,103,82,0.439,22,0.5,28,0.714,42,22,11,7,14,16,HOU,91,74,0.432,39,0.282,19,0.842,34,24,9,6,20,27,1
12/03/2018,NOP,126,92,0.533,34,0.382,22,0.682,35,32,10,5,7,24,LAC,129,83,0.59,20,0.4,30,0.767,39,29,4,1,12,21,-1
12/04/2018,IND,96,76,0.461,22,0.273,24,0.833,45,22,10,6,18,13,CHI,90,94,0.394,31,0.355,5,1,44,26,8,2,18,23,1
12/04/2018,MIA,90,91,0.418,35,0.343,5,0.4,47,19,7,11,15,19,ORL,105,86,0.442,28,0.5,20,0.75,43,22,5,4,11,13,-1
12/04/2018,DAL,111,88,0.432,30,0.367,35,0.686,50,25,11,4,13,19,POR,102,84,0.452,24,0.292,23,0.826,48,20,7,6,18,29,1
12/04/2018,PHX,105,87,0.437,43,0.279,21,0.81,43,27,9,4,21,27,SAC,122,84,0.536,24,0.458,32,0.656,42,27,13,3,13,22,-1
12/04/2018,UTA,139,84,0.607,33,0.606,20,0.85,42,38,12,5,17,20,SAS,105,90,0.489,22,0.318,11,0.909,32,25,7,5,16,19,1
12/05/2018,CLE,105,89,0.438,32,0.344,23,0.696,41,17,7,2,10,19,GSW,129,85,0.529,34,0.529,24,0.875,46,29,6,5,8,17,-1
12/05/2018,ORL,118,95,0.474,49,0.408,8,1,40,30,4,4,9,23,DEN,124,82,0.549,19,0.579,37,0.622,43,34,5,2,10,19,-1
12/05/2018,ATL,117,92,0.446,38,0.316,31,0.742,43,28,13,4,17,27,WAS,131,95,0.484,38,0.316,32,0.844,49,35,9,4,15,24,-1
12/05/2018,BKN,112,86,0.43,36,0.417,30,0.767,45,21,7,4,14,24,OKC,114,99,0.434,38,0.342,26,0.577,60,28,8,6,13,23,-1
12/05/2018,MEM,96,85,0.435,28,0.25,24,0.625,49,18,9,6,15,27,LAC,86,74,0.338,23,0.348,35,0.8,47,16,9,4,18,21,1
12/05/2018,MIL,115,82,0.463,41,0.341,30,0.833,46,25,13,4,15,21,DET,92,95,0.368,38,0.237,29,0.684,51,19,6,1,20,26,1
12/05/2018,MIN,121,89,0.539,24,0.5,20,0.65,50,34,6,11,15,15,CHA,104,98,0.408,33,0.364,15,0.8,40,27,7,1,10,15,1
12/05/2018,NOP,132,92,0.554,29,0.586,20,0.65,46,36,12,6,11,15,DAL,106,91,0.429,46,0.304,21,0.667,45,26,7,4,18,17,1
12/05/2018,TOR,113,100,0.43,29,0.276,22,0.864,53,25,12,3,11,13,PHI,102,88,0.455,35,0.314,14,0.786,49,26,7,5,21,23,1
12/05/2018,LAL,121,88,0.477,39,0.359,33,0.697,42,21,6,3,12,18,SAS,113,96,0.448,27,0.259,29,1,49,18,8,2,10,24,1
12/06/2018,BOS,128,92,0.533,38,0.342,20,0.85,46,32,8,6,9,24,NYK,100,91,0.396,35,0.343,20,0.8,47,21,4,5,16,23,1
12/06/2018,POR,108,85,0.482,27,0.333,27,0.63,56,24,10,6,17,19,PHX,86,91,0.385,27,0.185,14,0.786,41,20,11,2,16,21,1
12/06/2018,UTA,118,89,0.506,32,0.25,27,0.741,47,26,16,4,12,24,HOU,91,88,0.386,36,0.222,17,0.882,43,13,5,5,23,26,1
12/07/2018,CHA,113,86,0.384,35,0.371,38,0.895,48,20,8,9,9,20,DEN,107,101,0.386,35,0.229,26,0.808,55,24,6,12,9,28,1
12/07/2018,DET,111,89,0.416,28,0.25,37,0.811,49,22,10,3,16,24,PHI,117,90,0.489,32,0.281,21,0.952,40,26,11,12,16,28,-1
12/07/2018,ORL,90,89,0.404,33,0.242,13,0.769,47,20,3,7,14,18,IND,112,93,0.473,26,0.346,18,0.833,53,26,8,8,9,17,-1
12/07/2018,BKN,106,98,0.439,35,0.314,13,0.692,60,22,8,2,20,28,TOR,105,89,0.393,35,0.314,29,0.828,41,25,9,7,15,19,1
12/07/2018,CLE,110,81,0.531,26,0.385,19,0.737,25,20,4,0,16,17,SAC,129,98,0.571,29,0.448,7,0.571,35,31,6,5,9,18,-1
12/07/2018,CHI,114,82,0.524,24,0.48,23,0.696,39,25,15,6,20,26,OKC,112,94,0.457,28,0.357,24,0.667,51,25,12,6,22,22,1
12/07/2018,NOP,103,84,0.452,29,0.241,24,0.833,42,25,5,5,18,25,MEM,107,83,0.47,19,0.421,28,0.75,42,30,10,7,11,25,-1
12/07/2018,SAS,133,91,0.505,31,0.419,33,0.848,48,27,4,7,10,18,LAL,120,100,0.46,36,0.306,21,0.81,43,24,8,1,8,24,1
12/07/2018,PHX,98,79,0.456,34,0.412,16,0.75,42,27,7,4,20,21,MIA,115,86,0.488,37,0.405,18,0.889,40,32,10,5,12,16,-1
12/07/2018,MIL,95,92,0.391,39,0.179,23,0.696,54,18,10,3,18,21,GSW,105,89,0.449,46,0.413,7,0.857,43,32,7,6,17,20,-1
12/08/2018,DAL,107,83,0.494,30,0.4,16,0.813,44,21,9,3,15,14,HOU,104,86,0.453,47,0.319,13,0.846,36,20,5,3,12,19,1
12/08/2018,IND,107,92,0.435,30,0.267,22,0.864,52,26,7,8,15,17,SAC,97,90,0.422,32,0.281,15,0.8,43,24,9,8,13,21,1
12/08/2018,ATL,106,93,0.43,42,0.357,16,0.688,51,33,9,11,18,23,DEN,98,97,0.371,36,0.25,21,0.81,48,28,11,4,15,16,1
12/08/2018,CLE,116,89,0.528,31,0.484,10,0.7,49,26,5,5,7,20,WAS,101,86,0.442,38,0.368,16,0.688,33,26,3,3,8,12,1
12/08/2018,NYK,104,83,0.47,26,0.308,30,0.6,40,22,8,2,12,18,BKN,112,88,0.489,22,0.5,15,0.6,45,27,5,5,12,25,-1
12/08/2018,CHI,77,81,0.383,24,0.25,14,0.643,37,16,3,2,15,17,BOS,133,93,0.538,43,0.512,15,733,54,34,10,4,7,14,-1
12/08/2018,MEM,88,84,0.405,30,0.2,18,0.778,36,17,13,7,15,19,LAL,111,97,0.443,40,0.4,12,0.75,57,27,11,6,18,22,-1
12/08/2018,POR,113,83,0.47,33,0.303,30,0.833,53,23,10,9,19,20,MIN,105,91,0.44,16,0.438,22,0.818,40,25,12,7,12,23,1
12/08/2018,LAC,98,89,0.371,29,0.241,31,0.806,49,16,5,8,16,26,MIA,121,92,0.435,39,0.333,39,0.718,57,27,9,6,11,24,-1
12/09/2018,DET,108,98,0.439,29,0.31,24,0.542,47,28,8,5,10,22,NOP,116,79,0.532,30,0.4,23,0.86,47,27,5,8,18,19,-1
12/09/2018,TOR,99,94,0.415,44,0.341,7,0.857,45,24,6,11,11,21,MIL,104,87,0.414,39,0.385,20,0.85,45,22,6,7,11,13,-1
12/09/2018,SAS,110,89,0.528,14,0.357,12,0.917,46,26,7,7,11,15,UTA,97,85,0.435,29,0.31,19,0.737,38,23,8,4,14,15,1
12/09/2018,NYK,107,93,0.473,26,0.5,7,0.857,41,28,5,2,17,25,CHA,119,87,0.483,34,0.353,27,0.852,42,19,11,4,12,17,-1
12/10/2018,IND,109,76,0.539,20,0.5,22,0.773,50,29,7,7,23,25,WAS,101,88,0.42,30,0.33,24,0.708,34,22,13,3,12,22,1
12/10/2018,PHI,116,88,0.443,37,0.405,35,0.657,48,27,9,5,13,19,DET,102,84,0.488,21,0.429,21,0.524,46,23,5,5,15,24,1
12/10/2018,BOS,113,90,0.489,39,0.308,19,0.684,51,23,8,5,13,21,NOP,100,87,0.448,26,0.308,19,0.737,39,28,11,1,13,19,1
12/10/2018,CHI,89,76,0.447,28,0.286,13,1,40,16,10,3,27,17,SAC,108,88,0.455,37,0.432,15,0.8,42,28,16,4,16,15,-1
12/10/2018,MIL,108,96,0.438,36,0.417,11,0.818,58,22,4,4,14,24,CLE,92,96,0.375,30,0.333,15,0.667,46,24,5,2,9,15,1
12/10/2018,OKC,122,85,0.506,21,0.381,39,0.718,43,25,12,2,17,26,UTA,113,84,0.512,29,0.276,30,0.633,45,30,11,4,20,28,1
12/10/2018,DAL,101,82,0.427,35,0.286,25,0.84,52,28,7,4,12,11,ORL,76,89,0.36,28,0.286,5,0.8,42,18,8,2,15,18,1
12/10/2018,DEN,105,77,0.506,28,0.321,23,0.783,40,22,11,6,13,17,MEM,99,74,0.5,27,0.333,17,0.941,34,22,7,4,14,19,1
12/10/2018,PHX,119,94,0.5,25,0.36,20,0.8,40,31,14,8,15,29,LAC,123,85,0.529,21,0.33,33,0.788,42,27,8,4,18,21,-1
12/10/2018,GSW,116,93,0.419,43,0.442,21,0.905,49,25,6,5,16,26,MIN,108,83,0.458,25,0.28,31,0.806,42,28,5,6,16,18,1
12/10/2018,LAL,108,90,0.456,32,0.438,20,0.6,46,24,9,7,12,10,MIA,105,94,0.447,34,0.324,13,0.769,50,29,9,7,17,19,1
12/11/2018,HOU,111,85,0.494,29,0.31,27,0.667,42,22,9,5,7,21,POR,104,87,0.437,25,0.4,21,0.857,44,20,1,4,14,17,1
12/11/2018,SAS,111,83,0.494,21,0.619,19,0.842,46,28,7,2,15,15,PHX,86,82,0.402,28,0.286,14,0.857,40,19,7,5,17,22,1
12/11/2018,LAC,99,86,0.442,25,0.28,19,0.842,44,25,2,5,15,16,TOR,123,96,0.521,29,0.483,12,0.75,43,34,8,6,7,22,-1
12/12/2018,CHA,108,85,0.412,28,0.321,37,0.784,42,21,7,5,7,17,DET,107,86,0.465,34,0.382,21,0.667,49,23,4,10,14,26,1
12/12/2018,CLE,113,91,0.473,34,0.294,21,0.81,51,19,7,4,12,18,NYK,106,94,0.436,27,0.407,14,0.929,43,21,7,7,12,18,1
12/12/2018,IND,113,91,0.473,30,0.4,20,0.75,54,31,7,4,16,13,MIL,97,91,0.418,43,0.256,15,0.667,43,22,6,6,12,18,1
12/12/2018,MEM,92,82,0.415,24,0.333,24,0.667,51,19,9,10,12,22,POR,83,87,0.368,22,0.273,16,0.813,44,15,11,9,14,19,1
12/12/2018,DAL,114,75,0.467,34,0.353,43,0.744,36,22,13,5,14,16,ATL,107,93,0.462,33,0.333,14,0.714,44,21,7,2,21,30,1
12/12/2018,GSW,93,82,0.476,26,0.231,13,0.692,40,28,5,11,19,18,TOR,113,91,0.484,28,0.321,19,0.842,48,27,12,3,11,17,-1
